season,id,name,description,home_team,away_team,1st_inning_score,2nd_inning_score,result
2020,1216537,Kings XI Punjab v Rajasthan Royals,"50th Match (N), Indian Premier League at Abu Dhabi, Oct 30 2020",KXIP,RR,185/4,186/3,Royals won by 7 wickets
2020,1216535,Delhi Capitals v Mumbai Indians,"51st Match, Indian Premier League at Dubai (DSC), Oct 31 2020",DC,MI,110/9,111/1,Mum Indians won by 9 wickets
2020,1216502,Royal Challengers Bangalore v Sunrisers Hyderabad,"52nd Match (N), Indian Premier League at Sharjah, Oct 31 2020",RCB,SRH,120/7,121/5,Sunrisers won by 5 wickets
2020,1216506,Chennai Super Kings v Kings XI Punjab,"53rd Match, Indian Premier League at Abu Dhabi, Nov 1 2020",CSK,KXIP,153/6,154/1,Super Kings won by 9 wickets
2020,1216530,Kolkata Knight Riders v Rajasthan Royals,"54th Match (N), Indian Premier League at Dubai (DSC), Nov 1 2020",KKR,RR,191/7,131/9,KKR won by 60 runs
2020,1216505,Delhi Capitals v Royal Challengers Bangalore,"55th Match (N), Indian Premier League at Abu Dhabi, Nov 2 2020",DC,RCB,152/7,154/4,Capitals won by 6 wickets
2020,1216495,Sunrisers Hyderabad v Mumbai Indians,"56th Match (N), Indian Premier League at Sharjah, Nov 3 2020",SRH,MI,149/8,151/0,Sunrisers won by 10 wickets
2020,1237177,Delhi Capitals v Mumbai Indians,"Qualifier 1 (N), Indian Premier League at Dubai (DSC), Nov 5 2020",DC,MI,200/5,143/8,Mum Indians won by 57 runs
2020,1237178,Royal Challengers Bangalore v Sunrisers Hyderabad,"Eliminator (N), Indian Premier League at Abu Dhabi, Nov 6 2020",RCB,SRH,131/7,132/4,Sunrisers won by 6 wickets
2020,1237180,Delhi Capitals v Sunrisers Hyderabad,"Qualifier 2 (N), Indian Premier League at Abu Dhabi, Nov 8 2020",DC,SRH,189/3,172/8,Capitals won by 17 runs
2020,1237181,Delhi Capitals v Mumbai Indians,"Final (N), Indian Premier League at Dubai (DSC), Nov 10 2020",DC,MI,156/7,157/5,Mum Indians won by 5 wickets
2019,1175356,Chennai Super Kings v Royal Challengers Bangalore,"1st Match (N), Indian Premier League at Chennai, Mar 23 2019",CSK,RCB,70,71/3,Super Kings won by 7 wickets
2019,1175357,Kolkata Knight Riders v Sunrisers Hyderabad,"2nd Match (D/N), Indian Premier League at Kolkata, Mar 24 2019",KKR,SRH,181/3,183/4,KKR won by 6 wickets
2019,1175358,Mumbai Indians v Delhi Capitals,"3rd Match (N), Indian Premier League at Mumbai, Mar 24 2019",MI,DC,213/6,176,Capitals won by 37 runs
2019,1175359,Rajasthan Royals v Kings XI Punjab,"4th Match (N), Indian Premier League at Jaipur, Mar 25 2019",RR,KXIP,184/4,170/9,Kings XI won by 14 runs
2019,1175360,Delhi Capitals v Chennai Super Kings,"5th Match (N), Indian Premier League at Delhi, Mar 26 2019",DC,CSK,147/6,150/4,Super Kings won by 6 wickets
2019,1175361,Kolkata Knight Riders v Kings XI Punjab,"6th Match (N), Indian Premier League at Kolkata, Mar 27 2019",KKR,KXIP,218/4,190/4,KKR won by 28 runs
2019,1175362,Royal Challengers Bangalore v Mumbai Indians,"7th Match (N), Indian Premier League at Bengaluru, Mar 28 2019",RCB,MI,187/8,181/5,Mum Indians won by 6 runs
2019,1175363,Sunrisers Hyderabad v Rajasthan Royals,"8th Match (N), Indian Premier League at Hyderabad (Deccan), Mar 29 2019",SRH,RR,198/2,201/5,Sunrisers won by 5 wickets
2019,1175364,Kings XI Punjab v Mumbai Indians,"9th Match (D/N), Indian Premier League at Mohali, Mar 30 2019",KXIP,MI,176/7,177/2,Kings XI won by 8 wickets
2019,1175365,Delhi Capitals v Kolkata Knight Riders,"10th Match (N), Indian Premier League at Delhi, Mar 30 2019",DC,KKR,185/8,185/6,Match tied (Delhi Capitals won the one-over eliminator)
2019,1175366,Sunrisers Hyderabad v Royal Challengers Bangalore,"11th Match (D/N), Indian Premier League at Hyderabad (Deccan), Mar 31 2019",SRH,RCB,231/2,113,Sunrisers won by 118 runs
2019,1175367,Chennai Super Kings v Rajasthan Royals,"12th Match (N), Indian Premier League at Chennai, Mar 31 2019",CSK,RR,175/5,167/8,Super Kings won by 8 runs
2019,1175368,Kings XI Punjab v Delhi Capitals,"13th Match (N), Indian Premier League at Mohali, Apr 1 2019",KXIP,DC,166/9,152,Kings XI won by 14 runs
2019,1175369,Rajasthan Royals v Royal Challengers Bangalore,"14th Match (N), Indian Premier League at Jaipur, Apr 2 2019",RR,RCB,158/4,164/3,Royals won by 7 wickets
2019,1175370,Mumbai Indians v Chennai Super Kings,"15th Match (N), Indian Premier League at Mumbai, Apr 3 2019",MI,CSK,170/5,133/8,Mum Indians won by 37 runs
2019,1175371,Delhi Capitals v Sunrisers Hyderabad,"16th Match (N), Indian Premier League at Delhi, Apr 4 2019",DC,SRH,129/8,131/5,Sunrisers won by 5 wickets
2019,1175372,Royal Challengers Bangalore v Kolkata Knight Riders,"17th Match (N), Indian Premier League at Bengaluru, Apr 5 2019",RCB,KKR,205/3,206/5,KKR won by 5 wickets
2019,1178393,Chennai Super Kings v Kings XI Punjab,"18th Match (D/N), Indian Premier League at Chennai, Apr 6 2019",CSK,KXIP,160/3,138/5,Super Kings won by 22 runs
2019,1178394,Sunrisers Hyderabad v Mumbai Indians,"19th Match (N), Indian Premier League at Hyderabad (Deccan), Apr 6 2019",SRH,MI,136/7,96,Mum Indians won by 40 runs
2019,1178395,Royal Challengers Bangalore v Delhi Capitals,"20th Match (D/N), Indian Premier League at Bengaluru, Apr 7 2019",RCB,DC,149/8,152/6,Capitals won by 4 wickets
2019,1178396,Rajasthan Royals v Kolkata Knight Riders,"21st Match (N), Indian Premier League at Jaipur, Apr 7 2019",RR,KKR,139/3,140/2,KKR won by 8 wickets
2019,1178397,Kings XI Punjab v Sunrisers Hyderabad,"22nd Match (N), Indian Premier League at Mohali, Apr 8 2019",KXIP,SRH,150/4,151/4,Kings XI won by 6 wickets
2019,1178398,Chennai Super Kings v Kolkata Knight Riders,"23rd Match (N), Indian Premier League at Chennai, Apr 9 2019",CSK,KKR,108/9,111/3,Super Kings won by 7 wickets
2019,1178399,Mumbai Indians v Kings XI Punjab,"24th Match (N), Indian Premier League at Mumbai, Apr 10 2019",MI,KXIP,197/4,198/7,Mum Indians won by 3 wickets
2019,1178400,Rajasthan Royals v Chennai Super Kings,"25th Match (N), Indian Premier League at Jaipur, Apr 11 2019",RR,CSK,151/7,155/6,Super Kings won by 4 wickets
2019,1178401,Kolkata Knight Riders v Delhi Capitals,"26th Match (N), Indian Premier League at Kolkata, Apr 12 2019",KKR,DC,178/7,180/3,Capitals won by 7 wickets
2019,1178402,Mumbai Indians v Rajasthan Royals,"27th Match (D/N), Indian Premier League at Mumbai, Apr 13 2019",MI,RR,187/5,188/6,Royals won by 4 wickets
2019,1178403,Kings XI Punjab v Royal Challengers Bangalore,"28th Match (N), Indian Premier League at Mohali, Apr 13 2019",KXIP,RCB,173/4,174/2,RCB won by 8 wickets
2019,1178404,Kolkata Knight Riders v Chennai Super Kings,"29th Match (D/N), Indian Premier League at Kolkata, Apr 14 2019",KKR,CSK,161/8,162/5,Super Kings won by 5 wickets
2019,1178405,Sunrisers Hyderabad v Delhi Capitals,"30th Match (N), Indian Premier League at Hyderabad (Deccan), Apr 14 2019",SRH,DC,155/7,116,Capitals won by 39 runs
2019,1178406,Mumbai Indians v Royal Challengers Bangalore,"31st Match (N), Indian Premier League at Mumbai, Apr 15 2019",MI,RCB,171/7,172/5,Mum Indians won by 5 wickets
2019,1178407,Kings XI Punjab v Rajasthan Royals,"32nd Match (N), Indian Premier League at Mohali, Apr 16 2019",KXIP,RR,182/6,170/7,Kings XI won by 12 runs
2019,1178408,Sunrisers Hyderabad v Chennai Super Kings,"33rd Match (N), Indian Premier League at Hyderabad (Deccan), Apr 17 2019",SRH,CSK,132/5,137/4,Sunrisers won by 6 wickets
2019,1178409,Delhi Capitals v Mumbai Indians,"34th Match (N), Indian Premier League at Delhi, Apr 18 2019",DC,MI,168/5,128/9,Mum Indians won by 40 runs
2019,1178410,Kolkata Knight Riders v Royal Challengers Bangalore,"35th Match (N), Indian Premier League at Kolkata, Apr 19 2019",KKR,RCB,213/4,203/5,RCB won by 10 runs
2019,1178411,Rajasthan Royals v Mumbai Indians,"36th Match (D/N), Indian Premier League at Jaipur, Apr 20 2019",RR,MI,161/5,162/5,Royals won by 5 wickets
2019,1178412,Delhi Capitals v Kings XI Punjab,"37th Match (N), Indian Premier League at Delhi, Apr 20 2019",DC,KXIP,163/7,166/5,Capitals won by 5 wickets
2019,1178413,Sunrisers Hyderabad v Kolkata Knight Riders,"38th Match (D/N), Indian Premier League at Hyderabad (Deccan), Apr 21 2019",SRH,KKR,159/8,161/1,Sunrisers won by 9 wickets
2019,1178414,Royal Challengers Bangalore v Chennai Super Kings,"39th Match (N), Indian Premier League at Bengaluru, Apr 21 2019",RCB,CSK,161/7,160/8,RCB won by 1 run
2019,1178415,Rajasthan Royals v Delhi Capitals,"40th Match (N), Indian Premier League at Jaipur, Apr 22 2019",RR,DC,191/6,193/4,Capitals won by 6 wickets
2019,1178416,Chennai Super Kings v Sunrisers Hyderabad,"41st Match (N), Indian Premier League at Chennai, Apr 23 2019",CSK,SRH,175/3,176/4,Super Kings won by 6 wickets
2019,1178417,Royal Challengers Bangalore v Kings XI Punjab,"42nd Match (N), Indian Premier League at Bengaluru, Apr 24 2019",RCB,KXIP,202/4,185/7,RCB won by 17 runs
2019,1178418,Kolkata Knight Riders v Rajasthan Royals,"43rd Match (N), Indian Premier League at Kolkata, Apr 25 2019",KKR,RR,175/6,177/7,Royals won by 3 wickets
2019,1178419,Chennai Super Kings v Mumbai Indians,"44th Match (N), Indian Premier League at Chennai, Apr 26 2019",CSK,MI,155/4,109,Mum Indians won by 46 runs
2019,1178420,Rajasthan Royals v Sunrisers Hyderabad,"45th Match (N), Indian Premier League at Jaipur, Apr 27 2019",RR,SRH,160/8,161/3,Royals won by 7 wickets
2019,1178421,Delhi Capitals v Royal Challengers Bangalore,"46th Match (D/N), Indian Premier League at Delhi, Apr 28 2019",DC,RCB,187/5,171/7,Capitals won by 16 runs
2019,1178422,Kolkata Knight Riders v Mumbai Indians,"47th Match (N), Indian Premier League at Kolkata, Apr 28 2019",KKR,MI,232/2,198/7,KKR won by 34 runs
2019,1178423,Sunrisers Hyderabad v Kings XI Punjab,"48th Match (N), Indian Premier League at Hyderabad (Deccan), Apr 29 2019",SRH,KXIP,212/6,167/8,Sunrisers won by 45 runs
,,,,,,,,
2019,1178425,Chennai Super Kings v Delhi Capitals,"50th Match (N), Indian Premier League at Chennai, May 1 2019",CSK,DC,179/4,99,Super Kings won by 80 runs
2019,1178426,Mumbai Indians v Sunrisers Hyderabad,"51st Match (N), Indian Premier League at Mumbai, May 2 2019",MI,SRH,162/5,162/6,Match tied (Mumbai Indians won the one-over eliminator)
2019,1178427,Kings XI Punjab v Kolkata Knight Riders,"52nd Match (N), Indian Premier League at Mohali, May 3 2019",KXIP,KKR,183/6,185/3,KKR won by 7 wickets
2019,1178428,Delhi Capitals v Rajasthan Royals,"53rd Match (D/N), Indian Premier League at Delhi, May 4 2019",DC,RR,115/9,121/5,Capitals won by 5 wickets
2019,1178429,Royal Challengers Bangalore v Sunrisers Hyderabad,"54th Match (N), Indian Premier League at Bengaluru, May 4 2019",RCB,SRH,175/7,178/6,RCB won by 4 wickets
2019,1178430,Kings XI Punjab v Chennai Super Kings,"55th Match (D/N), Indian Premier League at Mohali, May 5 2019",KXIP,CSK,170/5,173/4,Kings XI won by 6 wickets
2019,1178431,Mumbai Indians v Kolkata Knight Riders,"56th Match (N), Indian Premier League at Mumbai, May 5 2019",MI,KKR,133/7,134/1,Mum Indians won by 9 wickets
2019,1181764,Mumbai Indians v Chennai Super Kings,"Qualifier 1 (N), Indian Premier League at Chennai, May 7 2019",MI,CSK,131/4,132/4,Mum Indians won by 6 wickets
2019,1181766,Delhi Capitals v Sunrisers Hyderabad,"Eliminator (N), Indian Premier League at Visakhapatnam, May 8 2019",DC,SRH,162/8,165/8,Capitals won by 2 wickets
2019,1181767,Chennai Super Kings v Delhi Capitals,"Qualifier 2 (N), Indian Premier League at Visakhapatnam, May 10 2019",CSK,DC,147/9,151/4,Super Kings won by 6 wickets
2019,1181768,Mumbai Indians v Chennai Super Kings,"Final (N), Indian Premier League at Hyderabad (Deccan), May 12 2019",MI,CSK,149/8,148/7,Mum Indians won by 1 run
2018,1136561,Mumbai Indians v Chennai Super Kings,"1st match (N), Indian Premier League at Mumbai, Apr 7 2018",MI,CSK,165/4,169/9,Super Kings won by 1 wicket
2018,1136562,Kings XI Punjab v Delhi Daredevils,"2nd match (D/N), Indian Premier League at Mohali, Apr 8 2018",KXIP,DC,166/7,167/4,Kings XI won by 6 wickets
2018,1136563,Kolkata Knight Riders v Royal Challengers Bangalore,"3rd match (N), Indian Premier League at Kolkata, Apr 8 2018",KKR,RCB,176/7,177/6,KKR won by 4 wickets
2018,1136564,Sunrisers Hyderabad v Rajasthan Royals,"4th match (N), Indian Premier League at Hyderabad (Deccan), Apr 9 2018",SRH,RR,125/9,127/1,Sunrisers won by 9 wickets
2018,1136565,Chennai Super Kings v Kolkata Knight Riders,"5th match (N), Indian Premier League at Chennai, Apr 10 2018",CSK,KKR,202/6,205/5,Super Kings won by 5 wickets
2018,1136566,Rajasthan Royals v Delhi Daredevils,"6th match (N), Indian Premier League at Jaipur, Apr 11 2018",RR,DC,153/5,60/4,Royals won by 10 runs (D/L)
2018,1136567,Sunrisers Hyderabad v Mumbai Indians,"7th match (N), Indian Premier League at Hyderabad (Deccan), Apr 12 2018",SRH,MI,147/8,151/9,Sunrisers won by 1 wicket
2018,1136568,Royal Challengers Bangalore v Kings XI Punjab,"8th match (N), Indian Premier League at Bengaluru, Apr 13 2018",RCB,KXIP,155,159/6,RCB won by 4 wickets
2018,1136569,Mumbai Indians v Delhi Daredevils,"9th match (D/N), Indian Premier League at Mumbai, Apr 14 2018",MI,DC,194/7,195/3,Daredevils won by 7 wickets
2018,1136570,Kolkata Knight Riders v Sunrisers Hyderabad,"10th match (N), Indian Premier League at Kolkata, Apr 14 2018",KKR,SRH,138/8,139/5,Sunrisers won by 5 wickets (with 6 balls remaining)
2018,1136571,Royal Challengers Bangalore v Rajasthan Royals,"11th match (D/N), Indian Premier League at Bengaluru, Apr 15 2018",RCB,RR,217/4,198/6,Royals won by 19 runs
2018,1136572,Kings XI Punjab v Chennai Super Kings,"12th match (N), Indian Premier League at Mohali, Apr 15 2018",KXIP,CSK,197/7,193/5,Kings XI won by 4 runs
2018,1136573,Kolkata Knight Riders v Delhi Daredevils,"13th match (N), Indian Premier League at Kolkata, Apr 16 2018",KKR,DC,200/9,129,KKR won by 71 runs
2018,1136574,Mumbai Indians v Royal Challengers Bangalore,"14th match (N), Indian Premier League at Mumbai, Apr 17 2018",MI,RCB,213/6,167/8,Mum Indians won by 46 runs
2018,1136575,Rajasthan Royals v Kolkata Knight Riders,"15th match (N), Indian Premier League at Jaipur, Apr 18 2018",RR,KKR,160/8,163/3,KKR won by 7 wickets (with 7 balls remaining)
2018,1136576,Kings XI Punjab v Sunrisers Hyderabad,"16th match (N), Indian Premier League at Mohali, Apr 19 2018",KXIP,SRH,193/3,178/4,Kings XI won by 15 runs
2018,1136577,Chennai Super Kings v Rajasthan Royals,"17th match (N), Indian Premier League at Pune, Apr 20 2018",CSK,RR,204/5,140,Super Kings won by 64 runs
2018,1136578,Kolkata Knight Riders v Kings XI Punjab,"18th match (D/N), Indian Premier League at Kolkata, Apr 21 2018",KKR,KXIP,191/7,126/1,Kings XI won by 9 wickets (with 11 balls remaining) (D/L method)
2018,1136579,Royal Challengers Bangalore v Delhi Daredevils,"19th match (N), Indian Premier League at Bengaluru, Apr 21 2018",RCB,DC,174/5,176/4,RCB won by 6 wickets (with 12 balls remaining)
2018,1136580,Sunrisers Hyderabad v Chennai Super Kings,"20th match (D/N), Indian Premier League at Hyderabad (Deccan), Apr 22 2018",SRH,CSK,182/3,178/6,Super Kings won by 4 runs
2018,1136581,Rajasthan Royals v Mumbai Indians,"21st match (N), Indian Premier League at Jaipur, Apr 22 2018",RR,MI,167/7,168/7,Royals won by 3 wickets (with 2 balls remaining)
2018,1136582,Delhi Daredevils v Kings XI Punjab,"22nd match (N), Indian Premier League at Delhi, Apr 23 2018",DC,KXIP,143/8,139/8,Kings XI won by 4 runs
2018,1136583,Mumbai Indians v Sunrisers Hyderabad,"23rd match (N), Indian Premier League at Mumbai, Apr 24 2018",MI,SRH,118,87,Sunrisers won by 31 runs
2018,1136584,Royal Challengers Bangalore v Chennai Super Kings,"24th match (N), Indian Premier League at Bengaluru, Apr 25 2018",RCB,CSK,205/8,207/5,Super Kings won by 5 wickets (with 2 balls remaining)
2018,1136585,Sunrisers Hyderabad v Kings XI Punjab,"25th match (N), Indian Premier League at Hyderabad (Deccan), Apr 26 2018",SRH,KXIP,132/6,119,Sunrisers won by 13 runs
2018,1136586,Delhi Daredevils v Kolkata Knight Riders,"26th match (N), Indian Premier League at Delhi, Apr 27 2018",DC,KKR,219/4,164/9,Daredevils won by 55 runs
2018,1136587,Chennai Super Kings v Mumbai Indians,"27th match (N), Indian Premier League at Pune, Apr 28 2018",CSK,MI,169/5,170/2,Mum Indians won by 8 wickets (with 2 balls remaining)
2018,1136588,Rajasthan Royals v Sunrisers Hyderabad,"28th match (D/N), Indian Premier League at Jaipur, Apr 29 2018",RR,SRH,151/7,140/6,Sunrisers won by 11 runs
2018,1136589,Royal Challengers Bangalore v Kolkata Knight Riders,"29th match (N), Indian Premier League at Bengaluru, Apr 29 2018",RCB,KKR,175/4,176/4,KKR won by 6 wickets (with 5 balls remaining)
2018,1136590,Chennai Super Kings v Delhi Daredevils,"30th match (N), Indian Premier League at Pune, Apr 30 2018",CSK,DC,211/4,198/5,Super Kings won by 13 runs
2018,1136591,Royal Challengers Bangalore v Mumbai Indians,"31st match (N), Indian Premier League at Bengaluru, May 1 2018",RCB,MI,167/7,153/7,RCB won by 14 runs
2018,1136592,Delhi Daredevils v Rajasthan Royals,"32nd match (N), Indian Premier League at Delhi, May 2 2018",DC,RR,196/6,146/5,Daredevils won by 4 runs (D/L method)
2018,1136593,Kolkata Knight Riders v Chennai Super Kings,"33rd match (N), Indian Premier League at Kolkata, May 3 2018",KKR,CSK,177/5,180/4,KKR won by 6 wickets (with 14 balls remaining)
2018,1136594,Kings XI Punjab v Mumbai Indians,"34th match (N), Indian Premier League at Indore, May 4 2018",KXIP,MI,174/6,176/4,Mum Indians won by 6 wickets (with 6 balls remaining)
2018,1136595,Chennai Super Kings v Royal Challengers Bangalore,"35th match (D/N), Indian Premier League at Pune, May 5 2018",CSK,RCB,127/9,128/4,Super Kings won by 6 wickets (with 12 balls remaining)
2018,1136596,Sunrisers Hyderabad v Delhi Daredevils,"36th match (N), Indian Premier League at Hyderabad (Deccan), May 5 2018",SRH,DC,163/5,164/3,Sunrisers won by 7 wickets (with 1 ball remaining)
2018,1136597,Mumbai Indians v Kolkata Knight Riders,"37th match (D/N), Indian Premier League at Mumbai, May 6 2018",MI,KKR,181/4,168/6,Mum Indians won by 13 runs
2018,1136598,Kings XI Punjab v Rajasthan Royals,"38th match (N), Indian Premier League at Indore, May 6 2018",KXIP,RR,152/9,155/4,Kings XI won by 6 wickets (with 8 balls remaining)
2018,1136599,Sunrisers Hyderabad v Royal Challengers Bangalore,"39th match (N), Indian Premier League at Hyderabad (Deccan), May 7 2018",SRH,RCB,146,141/6,Sunrisers won by 5 runs
2018,1136600,Rajasthan Royals v Kings XI Punjab,"40th match (N), Indian Premier League at Jaipur, May 8 2018",RR,KXIP,158/8,143/7,Royals won by 15 runs
2018,1136601,Kolkata Knight Riders v Mumbai Indians,"41st match (N), Indian Premier League at Kolkata, May 9 2018",KKR,MI,210/6,108,Mum Indians won by 102 runs
2018,1136602,Delhi Daredevils v Sunrisers Hyderabad,"42nd match (N), Indian Premier League at Delhi, May 10 2018",DC,SRH,187/5,191/1,Sunrisers won by 9 wickets (with 7 balls remaining)
2018,1136603,Rajasthan Royals v Chennai Super Kings,"43rd match (N), Indian Premier League at Jaipur, May 11 2018",RR,CSK,176/4,177/6,Royals won by 4 wickets (with 1 ball remaining)
2018,1136604,Kings XI Punjab v Kolkata Knight Riders,"44th match (D/N), Indian Premier League at Indore, May 12 2018",KXIP,KKR,245/6,214/8,KKR won by 31 runs
2018,1136605,Delhi Daredevils v Royal Challengers Bangalore,"45th match (N), Indian Premier League at Delhi, May 12 2018",DC,RCB,181/4,187/5,RCB won by 5 wickets (with 6 balls remaining)
2018,1136606,Chennai Super Kings v Sunrisers Hyderabad,"46th match (D/N), Indian Premier League at Pune, May 13 2018",CSK,SRH,179/4,180/2,Super Kings won by 8 wickets (with 6 balls remaining)
2018,1136607,Mumbai Indians v Rajasthan Royals,"47th match (N), Indian Premier League at Mumbai, May 13 2018",MI,RR,168/6,171/3,Royals won by 7 wickets
2018,1136608,Kings XI Punjab v Royal Challengers Bangalore,"48th match (N), Indian Premier League at Indore, May 14 2018",KXIP,RCB,88,92/0,RCB won by 10 wickets (with 71 balls remaining)
