season,id,name,description,home_team,away_team,1st_inning_score,2nd_inning_score,result
2012,548360,Mumbai Indians v Royal Challengers Bangalore,"54th match (N), Indian Premier League at Mumbai, May 9 2012",MI,RCB,141/6,142/1,RCB won by 9 wickets (with 12 balls remaining)
2012,548329,Deccan Chargers v Delhi Daredevils,"55th match (D/N), Indian Premier League at Hyderabad (Deccan), May 10 2012",SRH,DC,187/4,193/1,Daredevils won by 9 wickets (with 20 balls remaining)
2012,548361,Rajasthan Royals v Chennai Super Kings,"56th match (N), Indian Premier League at Jaipur, May 10 2012",RR,CSK,126/6,127/6,Super Kings won by 4 wickets (with 11 balls remaining)
2012,548362,Pune Warriors v Royal Challengers Bangalore,"57th match (N), Indian Premier League at Pune, May 11 2012",PWI,RCB,173/3,138/9,RCB won by 35 runs
2012,548363,Kolkata Knight Riders v Mumbai Indians,"58th match (D/N), Indian Premier League at Kolkata, May 12 2012",KKR,MI,182/1,155/4,Mum Indians won by 27 runs
2012,548364,Chennai Super Kings v Delhi Daredevils,"59th match (N), Indian Premier League at Chennai, May 12 2012",CSK,DC,114/5,115/1,Super Kings won by 9 wickets (with 28 balls remaining)
2012,548365,Rajasthan Royals v Pune Warriors,"60th match (D/N), Indian Premier League at Jaipur, May 13 2012",RR,PWI,170/4,125/9,Royals won by 45 runs
2012,548366,Kings XI Punjab v Deccan Chargers,"61st match (N), Indian Premier League at Mohali, May 13 2012",KXIP,SRH,190/4,194/6,Kings XI won by 4 wickets (with 0 balls remaining)
2012,548367,Royal Challengers Bangalore v Mumbai Indians,"62nd match (D/N), Indian Premier League at Bengaluru, May 14 2012",RCB,MI,171/6,173/5,Mum Indians won by 5 wickets (with 2 balls remaining)
2012,548368,Kolkata Knight Riders v Chennai Super Kings,"63rd match (N), Indian Premier League at Kolkata, May 14 2012",KKR,CSK,158/6,160/5,Super Kings won by 5 wickets (with 0 balls remaining)
2012,548369,Delhi Daredevils v Kings XI Punjab,"64th match (N), Indian Premier League at Delhi, May 15 2012",DC,KXIP,136/8,140/5,Daredevils won by 5 wickets (with 6 balls remaining)
2012,548370,Mumbai Indians v Kolkata Knight Riders,"65th match (N), Indian Premier League at Mumbai, May 16 2012",MI,KKR,140/7,108,KKR won by 32 runs
2012,548371,Kings XI Punjab v Chennai Super Kings,"66th match (D/N), Indian Premier League at Dharamsala, May 17 2012",KXIP,CSK,120/7,123/4,Kings XI won by 6 wickets (with 21 balls remaining)
2012,548372,Delhi Daredevils v Royal Challengers Bangalore,"67th match (N), Indian Premier League at Delhi, May 17 2012",DC,RCB,215/1,194/9,RCB won by 21 runs
2012,548373,Deccan Chargers v Rajasthan Royals,"68th match (N), Indian Premier League at Hyderabad (Deccan), May 18 2012",SRH,RR,126/8,128/5,Chargers won by 5 wickets (with 8 balls remaining)
2012,548374,Kings XI Punjab v Delhi Daredevils,"69th match (D/N), Indian Premier League at Dharamsala, May 19 2012",KXIP,DC,141/8,145/4,Daredevils won by 6 wickets (with 10 balls remaining)
2012,548375,Pune Warriors v Kolkata Knight Riders,"70th match (N), Indian Premier League at Pune, May 19 2012",PWI,KKR,136/4,102/8,KKR won by 34 runs
2012,548376,Deccan Chargers v Royal Challengers Bangalore,"71st match (D/N), Indian Premier League at Hyderabad (Deccan), May 20 2012",SRH,RCB,132/7,123/9,Chargers won by 9 runs
2012,548377,Rajasthan Royals v Mumbai Indians,"72nd match (N), Indian Premier League at Jaipur, May 20 2012",RR,MI,162/6,163/0,Mum Indians won by 10 wickets (with 12 balls remaining)
2012,548378,Delhi Daredevils v Kolkata Knight Riders,"1st Qualifying Match (N), Indian Premier League at Pune, May 22 2012",DC,KKR,162/4,144/8,KKR won by 18 runs
2012,548379,Chennai Super Kings v Mumbai Indians,"Elimination Final (N), Indian Premier League at Bengaluru, May 23 2012",CSK,MI,187/5,149/9,Super Kings won by 38 runs
2012,548380,Chennai Super Kings v Delhi Daredevils,"2nd Qualifying Match (N), Indian Premier League at Chennai, May 25 2012",CSK,DC,222/5,136,Super Kings won by 86 runs
2012,548381,Chennai Super Kings v Kolkata Knight Riders,"Final (N), Indian Premier League at Chennai, May 27 2012",CSK,KKR,190/3,192/5,KKR won by 5 wickets
2011,501198,Chennai Super Kings v Kolkata Knight Riders,"1st match (N), Indian Premier League at Chennai, Apr 8 2011",CSK,KKR,153/4,151/7,Super Kings won by 2 runs
2011,501199,Deccan Chargers v Rajasthan Royals,"2nd match (D/N), Indian Premier League at Hyderabad (Deccan), Apr 9 2011",SRH,RR,137/8,141/2,Royals won by 8 wickets (with 7 balls remaining)
2011,501200,Kochi Tuskers Kerala v Royal Challengers Bangalore,"3rd match (N), Indian Premier League at Kochi, Apr 9 2011",Kochi,RCB,161/5,162/4,RCB won by 6 wickets (with 8 balls remaining)
2011,501201,Delhi Daredevils v Mumbai Indians,"4th match (D/N), Indian Premier League at Delhi, Apr 10 2011",DC,MI,95,99/2,Mum Indians won by 8 wickets (with 19 balls remaining)
2011,501202,Pune Warriors v Kings XI Punjab,"5th match (N), Indian Premier League at Mumbai, Apr 10 2011",PWI,KXIP,112/8,113/3,Warriors won by 7 wickets (with 41 balls remaining)
2011,501203,Kolkata Knight Riders v Deccan Chargers,"6th match (N), Indian Premier League at Kolkata, Apr 11 2011",KKR,SRH,163/4,154/8,KKR won by 9 runs
2011,501204,Rajasthan Royals v Delhi Daredevils,"7th match (D/N), Indian Premier League at Jaipur, Apr 12 2011",RR,DC,151/6,152/4,Royals won by 6 wickets (with 9 balls remaining)
2011,501205,Royal Challengers Bangalore v Mumbai Indians,"8th match (N), Indian Premier League at Bengaluru, Apr 12 2011",RCB,MI,140/4,143/1,Mum Indians won by 9 wickets (with 9 balls remaining)
2011,501206,Kings XI Punjab v Chennai Super Kings,"9th match (D/N), Indian Premier League at Mohali, Apr 13 2011",KXIP,CSK,188/4,193/4,Kings XI won by 6 wickets (with 5 balls remaining)
2011,501207,Pune Warriors v Kochi Tuskers Kerala,"10th match (N), Indian Premier League at Mumbai, Apr 13 2011",PWI,Kochi,148/8,151/6,Warriors won by 4 wickets (with 7 balls remaining)
2011,501208,Deccan Chargers v Royal Challengers Bangalore,"11th match (N), Indian Premier League at Hyderabad (Deccan), Apr 14 2011",SRH,RCB,175/5,142/9,Chargers won by 33 runs
2011,501209,Rajasthan Royals v Kolkata Knight Riders,"12th match (D/N), Indian Premier League at Jaipur, Apr 15 2011",RR,KKR,159/4,160/1,KKR won by 9 wickets (with 9 balls remaining)
2011,501210,Mumbai Indians v Kochi Tuskers Kerala,"13th match (N), Indian Premier League at Mumbai, Apr 15 2011",MI,Kochi,182/2,184/2,Kochi won by 8 wickets (with 6 balls remaining)
2011,501211,Chennai Super Kings v Royal Challengers Bangalore,"14th match (D/N), Indian Premier League at Chennai, Apr 16 2011",CSK,RCB,183/5,162/7,Super Kings won by 21 runs
2011,501212,Deccan Chargers v Kings XI Punjab,"15th match (N), Indian Premier League at Hyderabad (Deccan), Apr 16 2011",SRH,KXIP,165/8,166/2,Kings XI won by 8 wickets (with 14 balls remaining)
2011,501213,Pune Warriors v Delhi Daredevils,"16th match (D/N), Indian Premier League at Mumbai, Apr 17 2011",PWI,DC,187/5,190/7,Daredevils won by 3 wickets (with 4 balls remaining)
2011,501214,Kolkata Knight Riders v Rajasthan Royals,"17th match (N), Indian Premier League at Kolkata, Apr 17 2011",KKR,RR,81,85/2,KKR won by 8 wickets (with 37 balls remaining)
2011,501215,Kochi Tuskers Kerala v Chennai Super Kings,"18th match (N), Indian Premier League at Kochi, Apr 18 2011",Kochi,CSK,131/4,135/3,Kochi won by 7 wickets (with 12 balls remaining) (D/L method)
2011,501216,Delhi Daredevils v Deccan Chargers,"19th match (D/N), Indian Premier League at Delhi, Apr 19 2011",DC,SRH,168/4,152/7,Chargers won by 16 runs
,,,,,,,,
2011,501218,Mumbai Indians v Pune Warriors,"21st match (D/N), Indian Premier League at Mumbai, Apr 20 2011",MI,PWI,118,124/3,Mum Indians won by 7 wickets (with 0 balls remaining)
2011,501219,Kolkata Knight Riders v Kochi Tuskers Kerala,"22nd match (N), Indian Premier League at Kolkata, Apr 20 2011",KKR,Kochi,132/7,126/9,Kochi won by 6 runs
2011,501220,Kings XI Punjab v Rajasthan Royals,"23rd match (N), Indian Premier League at Mohali, Apr 21 2011",KXIP,RR,195/7,147/7,Kings XI won by 48 runs
2011,501222,Kolkata Knight Riders v Royal Challengers Bangalore,"24th match (D/N), Indian Premier League at Kolkata, Apr 22 2011",KKR,RCB,171/5,175/1,RCB won by 9 wickets (with 11 balls remaining)
2011,501221,Mumbai Indians v Chennai Super Kings,"25th match (N), Indian Premier League at Mumbai, Apr 22 2011",MI,CSK,164/4,156/9,Mum Indians won by 8 runs
2011,501223,Delhi Daredevils v Kings XI Punjab,"26th match (N), Indian Premier League at Delhi, Apr 23 2011",DC,KXIP,231/4,202/6,Daredevils won by 29 runs
2011,501224,Deccan Chargers v Mumbai Indians,"27th match (D/N), Indian Premier League at Hyderabad (Deccan), Apr 24 2011",SRH,MI,172/4,135/8,Mum Indians won by 37 runs
2011,501225,Rajasthan Royals v Kochi Tuskers Kerala,"28th match (N), Indian Premier League at Jaipur, Apr 24 2011",RR,Kochi,109,111/2,Royals won by 8 wickets (with 35 balls remaining)
2011,501226,Chennai Super Kings v Pune Warriors,"29th match (N), Indian Premier League at Chennai, Apr 25 2011",CSK,PWI,142/6,117/9,Super Kings won by 25 runs
2011,501227,Delhi Daredevils v Royal Challengers Bangalore,"30th match (N), Indian Premier League at Delhi, Apr 26 2011",DC,RCB,160/6,161/7,RCB won by 3 wickets (with 3 balls remaining)
2011,501228,Pune Warriors v Chennai Super Kings,"31st match (D/N), Indian Premier League at Mumbai, Apr 27 2011",PWI,CSK,141/6,145/2,Super Kings won by 8 wickets (with 3 balls remaining)
2011,501229,Kochi Tuskers Kerala v Deccan Chargers,"32nd match (N), Indian Premier League at Kochi, Apr 27 2011",Kochi,SRH,129/7,74,Chargers won by 55 runs
2011,501230,Delhi Daredevils v Kolkata Knight Riders,"33rd match (N), Indian Premier League at Delhi, Apr 28 2011",DC,KKR,148/7,131/9,KKR won by 17 runs
2011,501231,Rajasthan Royals v Mumbai Indians,"34th match (D/N), Indian Premier League at Jaipur, Apr 29 2011",RR,MI,94/8,95/3,Royals won by 7 wickets (with 11 balls remaining)
2011,501232,Royal Challengers Bangalore v Pune Warriors,"35th match (N), Indian Premier League at Bengaluru, Apr 29 2011",RCB,PWI,181/5,155/5,RCB won by 26 runs
2011,501233,Kochi Tuskers Kerala v Delhi Daredevils,"36th match (D/N), Indian Premier League at Kochi, Apr 30 2011",Kochi,DC,157/7,119,Daredevils won by 38 runs
2011,501234,Kolkata Knight Riders v Kings XI Punjab,"37th match (N), Indian Premier League at Kolkata, Apr 30 2011",KKR,KXIP,119/6,120/2,KKR won by 8 wickets (with 16 balls remaining)
2011,501235,Rajasthan Royals v Pune Warriors,"38th match (D/N), Indian Premier League at Jaipur, May 1 2011",RR,PWI,143/7,144/4,Royals won by 6 wickets (with 3 balls remaining)
2011,501236,Chennai Super Kings v Deccan Chargers,"39th match (N), Indian Premier League at Chennai, May 1 2011",CSK,SRH,165/5,146/8,Super Kings won by 19 runs
2011,501237,Mumbai Indians v Kings XI Punjab,"40th match (D/N), Indian Premier League at Mumbai, May 2 2011",MI,KXIP,159/5,136/8,Mum Indians won by 23 runs
2011,501238,Delhi Daredevils v Kochi Tuskers Kerala,"41st match (N), Indian Premier League at Delhi, May 2 2011",DC,Kochi,140/6,141/3,Kochi won by 7 wickets (with 30 balls remaining)
2011,501239,Deccan Chargers v Kolkata Knight Riders,"42nd match (N), Indian Premier League at Hyderabad (Deccan), May 3 2011",SRH,KKR,169/4,149/6,KKR won by 20 runs
2011,501240,Chennai Super Kings v Rajasthan Royals,"43rd match (D/N), Indian Premier League at Chennai, May 4 2011",CSK,RR,147/6,149/2,Super Kings won by 8 wickets (with 8 balls remaining)
2011,501241,Pune Warriors v Mumbai Indians,"44th match (N), Indian Premier League at Mumbai, May 4 2011",PWI,MI,160/7,139/7,Mum Indians won by 21 runs
2011,501242,Kochi Tuskers Kerala v Kolkata Knight Riders,"45th match (D/N), Indian Premier League at Kochi, May 5 2011",Kochi,KKR,156/5,139/7,Kochi won by 17 runs
2011,501243,Deccan Chargers v Delhi Daredevils,"46th match (N), Indian Premier League at Hyderabad (Deccan), May 5 2011",SRH,DC,175/5,179/6,Daredevils won by 4 wickets (with 6 balls remaining)
2011,501244,Royal Challengers Bangalore v Kings XI Punjab,"47th match (N), Indian Premier League at Bengaluru, May 6 2011",RCB,KXIP,205/6,120/9,RCB won by 85 runs
2011,501245,Kolkata Knight Riders v Chennai Super Kings,"48th match (D/N), Indian Premier League at Kolkata, May 7 2011",KKR,CSK,114/4,61/2,KKR won by 10 runs (D/L method)
2011,501246,Mumbai Indians v Delhi Daredevils,"49th match (N), Indian Premier League at Mumbai, May 7 2011",MI,DC,178/4,146,Mum Indians won by 32 runs
2011,501247,Royal Challengers Bangalore v Kochi Tuskers Kerala,"50th match (D/N), Indian Premier League at Bengaluru, May 8 2011",RCB,Kochi,125/9,128/1,RCB won by 9 wickets (with 41 balls remaining)
2011,501248,Kings XI Punjab v Pune Warriors,"51st match (N), Indian Premier League at Mohali, May 8 2011",KXIP,PWI,119/8,120/5,Warriors won by 5 wickets (with 17 balls remaining)
2011,501249,Rajasthan Royals v Chennai Super Kings,"52nd match (N), Indian Premier League at Jaipur, May 9 2011",RR,CSK,196/3,133,Super Kings won by 63 runs
2011,501250,Deccan Chargers v Pune Warriors,"53rd match (D/N), Indian Premier League at Hyderabad (Deccan), May 10 2011",SRH,PWI,136/8,137/4,Warriors won by 6 wickets (with 10 balls remaining)
2011,501251,Kings XI Punjab v Mumbai Indians,"54th match (N), Indian Premier League at Mohali, May 10 2011",KXIP,MI,163/8,87,Kings XI won by 76 runs
2011,501252,Rajasthan Royals v Royal Challengers Bangalore,"55th match (N), Indian Premier League at Jaipur, May 11 2011",RR,RCB,146/6,151/1,RCB won by 9 wickets (with 18 balls remaining)
2011,501253,Chennai Super Kings v Delhi Daredevils,"56th match (N), Indian Premier League at Chennai, May 12 2011",CSK,DC,176/4,158/6,Super Kings won by 18 runs
2011,501254,Kochi Tuskers Kerala v Kings XI Punjab,"57th match (N), Indian Premier League at Indore, May 13 2011",Kochi,KXIP,178/7,181/4,Kings XI won by 6 wickets (with 7 balls remaining)
2011,501255,Royal Challengers Bangalore v Kolkata Knight Riders,"58th match (D/N), Indian Premier League at Bengaluru, May 14 2011",RCB,KKR,89/4,105/6,RCB won by 4 wickets (with 3 balls remaining) (D/L method)
2011,501256,Mumbai Indians v Deccan Chargers,"59th match (N), Indian Premier League at Mumbai, May 14 2011",MI,SRH,135/6,125/8,Chargers won by 10 runs
2011,501257,Kings XI Punjab v Delhi Daredevils,"60th match (D/N), Indian Premier League at Dharamsala, May 15 2011",KXIP,DC,170/6,141/8,Kings XI won by 29 runs
2011,501258,Kochi Tuskers Kerala v Rajasthan Royals,"61st match (N), Indian Premier League at Indore, May 15 2011",Kochi,RR,97,98/2,Kochi won by 8 wickets (with 76 balls remaining)
2011,501259,Pune Warriors v Deccan Chargers,"62nd match (N), Indian Premier League at Mumbai, May 16 2011",PWI,SRH,136/9,138/4,Chargers won by 6 wickets (with 4 balls remaining)
2011,501260,Kings XI Punjab v Royal Challengers Bangalore,"63rd match (N), Indian Premier League at Dharamsala, May 17 2011",KXIP,RCB,232/2,121,Kings XI won by 111 runs
2011,501261,Chennai Super Kings v Kochi Tuskers Kerala,"64th match (N), Indian Premier League at Chennai, May 18 2011",CSK,Kochi,152/5,141/5,Super Kings won by 11 runs
2011,501262,Pune Warriors v Kolkata Knight Riders,"65th match (N), Indian Premier League at Mumbai, May 19 2011",PWI,KKR,118/7,119/3,KKR won by 7 wickets (with 20 balls remaining)
2011,501263,Mumbai Indians v Rajasthan Royals,"66th match (N), Indian Premier League at Mumbai, May 20 2011",MI,RR,133/5,134/0,Royals won by 10 wickets (with 41 balls remaining)
2011,501264,Kings XI Punjab v Deccan Chargers,"67th match (D/N), Indian Premier League at Dharamsala, May 21 2011",KXIP,SRH,198/2,116,Chargers won by 82 runs
,,,,,,,,
2011,501266,Royal Challengers Bangalore v Chennai Super Kings,"69th match (D/N), Indian Premier League at Bengaluru, May 22 2011",RCB,CSK,128/8,129/2,RCB won by 8 wickets (with 12 balls remaining)
2011,501267,Kolkata Knight Riders v Mumbai Indians,"70th match (N), Indian Premier League at Kolkata, May 22 2011",KKR,MI,175/7,178/5,Mum Indians won by 5 wickets (with 0 balls remaining)
2011,501268,Chennai Super Kings v Royal Challengers Bangalore,"1st Qualifying Final (N), Indian Premier League at Mumbai, May 24 2011",CSK,RCB,175/4,177/4,Super Kings won by 6 wickets
2011,501269,Mumbai Indians v Kolkata Knight Riders,"Elimination Final (N), Indian Premier League at Mumbai, May 25 2011",MI,KKR,147/7,148/6,Mum Indians won by 4 wickets
2011,501270,Mumbai Indians v Royal Challengers Bangalore,"2nd Qualifying Final (N), Indian Premier League at Chennai, May 27 2011",MI,RCB,185/4,142/8,RCB won by 43 runs
2011,501271,Chennai Super Kings v Royal Challengers Bangalore,"Final (N), Indian Premier League at Chennai, May 28 2011",CSK,RCB,205/5,147/8,Super Kings won by 58 runs
2010,419106,Deccan Chargers v Kolkata Knight Riders,"1st match (N), Indian Premier League at Mumbai, Mar 12 2010",SRH,KKR,161/4,150/7,KKR won by 11 runs
2010,419107,Mumbai Indians v Rajasthan Royals,"2nd match (D/N), Indian Premier League at Mumbai (BS), Mar 13 2010",MI,RR,212/6,208/7,Mum Indians won by 4 runs
2010,419108,Kings XI Punjab v Delhi Daredevils,"3rd match (N), Indian Premier League at Mohali, Mar 13 2010",KXIP,DC,142/9,146/5,Daredevils won by 5 wickets (with 1 ball remaining)
2010,419109,Kolkata Knight Riders v Royal Challengers Bangalore,"4th match (D/N), Indian Premier League at Kolkata, Mar 14 2010",KKR,RCB,135/7,136/3,KKR won by 7 wickets (with 4 balls remaining)
2010,419110,Chennai Super Kings v Deccan Chargers,"5th match (N), Indian Premier League at Chennai, Mar 14 2010",CSK,SRH,190/4,159/9,Chargers won by 31 runs
2010,419111,Rajasthan Royals v Delhi Daredevils,"6th match (N), Indian Premier League at Ahmedabad, Mar 15 2010",RR,DC,141/6,142/4,Daredevils won by 6 wickets (with 17 balls remaining)
2010,419112,Royal Challengers Bangalore v Kings XI Punjab,"7th match (D/N), Indian Premier League at Bengaluru, Mar 16 2010",RCB,KXIP,203/3,204/2,RCB won by 8 wickets (with 7 balls remaining)
2010,419113,Kolkata Knight Riders v Chennai Super Kings,"8th match (N), Indian Premier League at Kolkata, Mar 16 2010",KKR,CSK,164/3,109,Super Kings won by 55 runs
2010,419114,Delhi Daredevils v Mumbai Indians,"9th match (N), Indian Premier League at Delhi, Mar 17 2010",DC,MI,218/7,120,Mum Indians won by 98 runs
2010,419115,Royal Challengers Bangalore v Rajasthan Royals,"10th match (N), Indian Premier League at Bengaluru, Mar 18 2010",RCB,RR,92,93/0,RCB won by 10 wickets (with 56 balls remaining)
2010,419116,Delhi Daredevils v Chennai Super Kings,"11th match (D/N), Indian Premier League at Delhi, Mar 19 2010",DC,CSK,185/6,190/5,Super Kings won by 5 wickets (with 5 balls remaining)
2010,419117,Deccan Chargers v Kings XI Punjab,"12th match (N), Indian Premier League at Cuttack, Mar 19 2010",SRH,KXIP,170/7,164/8,Chargers won by 6 runs
2010,419118,Rajasthan Royals v Kolkata Knight Riders,"13th match (D/N), Indian Premier League at Ahmedabad, Mar 20 2010",RR,KKR,168/7,134/5,Royals won by 34 runs
2010,419119,Mumbai Indians v Royal Challengers Bangalore,"14th match (N), Indian Premier League at Mumbai (BS), Mar 20 2010",MI,RCB,151/9,155/3,RCB won by 7 wickets (with 5 balls remaining)
2010,419120,Deccan Chargers v Delhi Daredevils,"15th match (D/N), Indian Premier League at Cuttack, Mar 21 2010",SRH,DC,171/6,161/9,Chargers won by 10 runs
2010,419121,Chennai Super Kings v Kings XI Punjab,"16th match (N), Indian Premier League at Chennai, Mar 21 2010",CSK,KXIP,136/8,136/7,Match tied (Kings XI Punjab won the one-over eliminator)
2010,419122,Mumbai Indians v Kolkata Knight Riders,"17th match (N), Indian Premier League at Mumbai (BS), Mar 22 2010",MI,KKR,155/3,156/3,Mum Indians won by 7 wickets (with 9 balls remaining)
2010,419123,Royal Challengers Bangalore v Chennai Super Kings,"18th match (N), Indian Premier League at Bengaluru, Mar 23 2010",RCB,CSK,171/5,135/7,RCB won by 36 runs
2010,419124,Kings XI Punjab v Rajasthan Royals,"19th match (N), Indian Premier League at Mohali, Mar 24 2010",KXIP,RR,183/5,152,Royals won by 31 runs
2010,419128,Royal Challengers Bangalore v Delhi Daredevils,"20th match (D/N), Indian Premier League at Bengaluru, Mar 25 2010",RCB,DC,183/4,166/9,Daredevils won by 17 runs
2010,419125,Mumbai Indians v Chennai Super Kings,"21st match (N), Indian Premier League at Mumbai (BS), Mar 25 2010",MI,CSK,180/2,181/5,Mum Indians won by 5 wickets (with 6 balls remaining)
2010,419126,Rajasthan Royals v Deccan Chargers,"22nd match (N), Indian Premier League at Ahmedabad, Mar 26 2010",RR,SRH,148/9,151/2,Royals won by 8 wickets (with 26 balls remaining)
2010,419127,Kings XI Punjab v Kolkata Knight Riders,"23rd match (N), Indian Premier League at Mohali, Mar 27 2010",KXIP,KKR,183/5,144/6,KKR won by 39 runs
2010,419129,Rajasthan Royals v Chennai Super Kings,"24th match (D/N), Indian Premier League at Ahmedabad, Mar 28 2010",RR,CSK,177/8,160/6,Royals won by 17 runs
2010,419130,Deccan Chargers v Mumbai Indians,"25th match (N), Indian Premier League at Mumbai, Mar 28 2010",SRH,MI,172/7,131,Mum Indians won by 41 runs
2010,419131,Delhi Daredevils v Kolkata Knight Riders,"26th match (N), Indian Premier League at Delhi, Mar 29 2010",DC,KKR,177/4,137/9,Daredevils won by 40 runs
2010,419132,Mumbai Indians v Kings XI Punjab,"27th match (N), Indian Premier League at Mumbai (BS), Mar 30 2010",MI,KXIP,163,164/6,Mum Indians won by 4 wickets (with 3 balls remaining)
2010,419133,Chennai Super Kings v Royal Challengers Bangalore,"28th match (D/N), Indian Premier League at Chennai, Mar 31 2010",CSK,RCB,161/4,162/5,Super Kings won by 5 wickets
2010,419134,Delhi Daredevils v Rajasthan Royals,"29th match (N), Indian Premier League at Delhi, Mar 31 2010",DC,RR,188/6,121,Daredevils won by 67 runs
2010,419135,Kolkata Knight Riders v Deccan Chargers,"30th match (N), Indian Premier League at Kolkata, Apr 1 2010",KKR,SRH,181/6,157/5,KKR won by 24 runs
2010,419136,Kings XI Punjab v Royal Challengers Bangalore,"31st match (N), Indian Premier League at Mohali, Apr 2 2010",KXIP,RCB,181/5,184/4,RCB won by 6 wickets (with 5 balls remaining)
2010,419137,Chennai Super Kings v Rajasthan Royals,"32nd match (D/N), Indian Premier League at Chennai, Apr 3 2010",CSK,RR,246/5,223/5,Super Kings won by 23 runs
2010,419138,Mumbai Indians v Deccan Chargers,"33rd match (N), Indian Premier League at Mumbai (BS), Apr 3 2010",MI,SRH,178/5,115,Mum Indians won by 63 runs
2010,419139,Kolkata Knight Riders v Kings XI Punjab,"34th match (D/N), Indian Premier League at Kolkata, Apr 4 2010",KKR,KXIP,200/3,204/2,Kings XI won by 8 wickets (with 10 balls remaining)
2010,419140,Delhi Daredevils v Royal Challengers Bangalore,"35th match (N), Indian Premier League at Delhi, Apr 4 2010",DC,RCB,184/5,147/9,Daredevils won by 37 runs
2010,419141,Deccan Chargers v Rajasthan Royals,"36th match (N), Indian Premier League at Nagpur, Apr 5 2010",SRH,RR,159,157,Royals won by 2 runs
2010,419142,Chennai Super Kings v Mumbai Indians,"37th match (N), Indian Premier League at Chennai, Apr 6 2010",CSK,MI,165/4,141/9,Super Kings won by 24 runs
2010,419143,Rajasthan Royals v Kings XI Punjab,"38th match (D/N), Indian Premier League at Jaipur, Apr 7 2010",RR,KXIP,153/6,157/1,Royals won by 9 wickets (with 30 balls remaining)
2010,419144,Kolkata Knight Riders v Delhi Daredevils,"39th match (N), Indian Premier League at Kolkata, Apr 7 2010",KKR,DC,181/3,167/8,KKR won by 14 runs
2010,419145,Royal Challengers Bangalore v Deccan Chargers,"40th match (N), Indian Premier League at Bengaluru, Apr 8 2010",RCB,SRH,184/6,186/3,Chargers won by 7 wickets (with 4 balls remaining)
2010,419146,Kings XI Punjab v Mumbai Indians,"41st match (N), Indian Premier League at Mohali, Apr 9 2010",KXIP,MI,154/9,158/4,Kings XI won by 6 wickets (with 4 balls remaining)
2010,419147,Deccan Chargers v Chennai Super Kings,"42nd match (D/N), Indian Premier League at Nagpur, Apr 10 2010",SRH,CSK,138/8,139/4,Chargers won by 6 wickets (with 5 balls remaining)
2010,419148,Royal Challengers Bangalore v Kolkata Knight Riders,"43rd match (N), Indian Premier League at Bengaluru, Apr 10 2010",RCB,KKR,160/9,162/3,RCB won by 7 wickets (with 17 balls remaining)
2010,419149,Delhi Daredevils v Kings XI Punjab,"44th match (D/N), Indian Premier League at Delhi, Apr 11 2010",DC,KXIP,111,112/3,Kings XI won by 7 wickets (with 8 balls remaining)
2010,419150,Rajasthan Royals v Mumbai Indians,"45th match (N), Indian Premier League at Jaipur, Apr 11 2010",RR,MI,174/5,137/8,Mum Indians won by 37 runs
2010,419151,Deccan Chargers v Royal Challengers Bangalore,"46th match (N), Indian Premier League at Nagpur, Apr 12 2010",SRH,RCB,151/6,138,Chargers won by 13 runs
2010,419152,Mumbai Indians v Delhi Daredevils,"47th match (D/N), Indian Premier League at Mumbai (BS), Apr 13 2010",MI,DC,183/4,144/7,Mum Indians won by 39 runs
2010,419153,Chennai Super Kings v Kolkata Knight Riders,"48th match (N), Indian Premier League at Chennai, Apr 13 2010",CSK,KKR,139/8,143/1,Super Kings won by 9 wickets (with 39 balls remaining)
2010,419154,Rajasthan Royals v Royal Challengers Bangalore,"49th match (N), Indian Premier League at Jaipur, Apr 14 2010",RR,RCB,130/6,132/5,RCB won by 5 wickets (with 26 balls remaining)
2010,419155,Chennai Super Kings v Delhi Daredevils,"50th match (N), Indian Premier League at Chennai, Apr 15 2010",CSK,DC,112/9,113/4,Daredevils won by 6 wickets (with 8 balls remaining)
2010,419156,Kings XI Punjab v Deccan Chargers,"51st match (N), Indian Premier League at Dharamsala, Apr 16 2010",KXIP,SRH,174/3,178/5,Chargers won by 5 wickets (with 5 balls remaining)
2010,419157,Royal Challengers Bangalore v Mumbai Indians,"52nd match (D/N), Indian Premier League at Bengaluru, Apr 17 2010",RCB,MI,191/4,134/9,Mum Indians won by 57 runs
2010,419158,Kolkata Knight Riders v Rajasthan Royals,"53rd match (N), Indian Premier League at Kolkata, Apr 17 2010",KKR,RR,132/9,133/2,KKR won by 8 wickets (with 23 balls remaining)
2010,419159,Kings XI Punjab v Chennai Super Kings,"54th match (D/N), Indian Premier League at Dharamsala, Apr 18 2010",KXIP,CSK,192/3,195/4,Super Kings won by 6 wickets (with 2 balls remaining)
2010,419160,Delhi Daredevils v Deccan Chargers,"55th match (N), Indian Premier League at Delhi, Apr 18 2010",DC,SRH,145/7,134/7,Chargers won by 11 runs
2010,419161,Kolkata Knight Riders v Mumbai Indians,"56th match (N), Indian Premier League at Kolkata, Apr 19 2010",KKR,MI,133/8,135/1,KKR won by 9 wickets (with 15 balls remaining)
2010,419162,Mumbai Indians v Royal Challengers Bangalore,"1st Semi-Final (N), Indian Premier League at Mumbai, Apr 21 2010",MI,RCB,184/5,149/9,Mum Indians won by 35 runs
